Άγγλος: Άγγλους,Άγγλοι,Άγγλου,Άγγλο,Άγγλων
λιμνάζω: λίμναζαν,λίμναζες,λίμνασες,λιμνάσουν,λίμνασαν,λιμνάσετε,λιμνάζει,λιμνάσουμε,λιμνάζατε,λίμναζα,λιμνάζουμε,λιμνάζουν,λιμνάσει,λιμνάσω,λιμνάσατε,λίμναζε,λιμνάζεις,λίμνασε,λινμάζοντας,λιμνάσαμε,λιμνάσεις,λιμνάζετε,λίμνασα,λιμνάζαμε
λιμνοθάλασσα: λιμνοθαλασσών,λιμνοθάλασσας,λιμνοθάλασσες
λιμνούλα: λιμνούλας,λιμνούλες
λιμοκτονία: λιμοκτονίας
λιμοκτονώ: λιμοκτονούσες,λιμοκτονήσεις,λιμοκτόνησε,λιμοκτονείς,λιμοκτόνησαν,λιμοκτονούσε,λιμοκτόνησες,λιμοκτονούσα,λιμοκτονήσει,λιμοκτονήσουν,λιμοκτονήσαμε,λιμοκτονούν,λιμοκτονείτε,λιμοκτονήσω,λιμοκτονήσατε,λιμοκτονούμε,λιμοκτονούσαν,λιμοκτονώντας,λιμοκτονούσαμε,λιμοκτονεί,λιμοκτονούσατε,λιμοκτονήσουμε,λιμοκτονήσετε,λιμοκτόνησα
λιμουζίνα: λιμουζινών,λιμουζίνας,λιμουζίνες
λιμπίζομαι: λιμπιζόταν,λιμπίζεται,λιμπίζονται,λιμπιζόμασταν,λιμπιζόμουν,λιμπίσθηκαν,λιμπίσθηκα,λιμπίζονταν,λιμπισθήκαμε,λιμπίσθηκε
λιμός: λιμού,λιμό
λινάρι: λιναριών,λινάρια,λιναριού
λινοτυπικά: λινοτυπικών
λινός: λινό,λινού,λινή,λινών,λινοί,λινής,λινούς,λινά,λινές
λιοντάρι: λιονταριών,λιοντάρια,λιονταριού
λιπάναμε: απολιπάναμε
λιπάνατε: απολιπάνατε
λιπάνει: απολιπάνει
λιπάνεις: απολιπάνεις
λιπάνετε: απολιπάνετε
λιπάνθηκα: απολιπάνθηκα
λιπάνθηκαν: απολιπάνθηκαν
λιπάνθηκε: απολιπάνθηκε
λιπάνθηκες: απολιπάνθηκες
λιπάνουμε: απολιπάνουμε
λιπάνουν: απολιπάνουν
λιπάνσεις: απολιπάνσεις
λιπάνσεων: απολιπάνσεων
λιπάνσεως: απολιπάνσεως
λιπάνω: απολιπάνω
λιπαίναμε: απολιπαίναμε
λιπαίνατε: απολιπαίνατε
λιπαίνει: απολιπαίνει
λιπαίνεις: απολιπαίνεις
λιπαίνεσαι: απολιπαίνεσαι
λιπαίνεστε: απολιπαίνεστε
λιπαίνεται: απολιπαίνεται
λιπαίνετε: απολιπαίνετε
λιπαίνομαι: απολιπαίνομαι
λιπαίνονται: απολιπαίνονται
λιπαίνονταν: απολιπαίνονταν
λιπαίνοντας: απολιπαίνοντας
λιπαίνουμε: απολιπαίνουμε
λιπαίνουν: απολιπαίνουν
λιπαίνω: λιπάνουν,λιπάνετε,λίπαινες,λοπαίνοντας,λιπαίνατε,λίπαναν,λιπάνω,λίπανε,απολιπαίνω,λίπανες,λιπαίνουν,λίπαινα,λιπαίνεις,λιπαίνετε,λιπάνουμε,λιπαντικό,λιπαίναμε,λίπασμα,λιπαίνει,λιπάνατε,λίπαιναν,λίπαινε,λιπάναμε,λιπάνει,λιπάνεις,λίπανα,λιπαίνουμε
λιπαινόμασταν: απολιπαινόμασταν
λιπαινόμαστε: απολιπαινόμαστε
λιπαινόμουν: απολιπαινόμουν
λιπαινόντουσαν: απολιπαινόντουσαν
λιπαινόσασταν: απολιπαινόσασταν
λιπαινόσαστε: απολιπαινόσαστε
λιπαινόσουν: απολιπαινόσουν
λιπαινόταν: απολιπαινόταν
λιπανθήκαμε: απολιπανθήκαμε
λιπανθήκατε: απολιπανθήκατε
λιπανθεί: απολιπανθεί
λιπανθείς: απολιπανθείς
λιπανθείτε: απολιπανθείτε
λιπανθούμε: απολιπανθούμε
λιπανθούν: απολιπανθούν
λιπανθώ: απολιπανθώ
λιπαντής: λιπαντή
λιπαντικό: λιπαντικά,λιπαντικών,λιπαντικού
λιπαρός: λιπαρής,λιπαρό,λιπαρή,λιπαρού
λιπασμένα: απολιπασμένα
λιπασμένε: απολιπασμένε
λιπασμένες: απολιπασμένες
λιπασμένη: απολιπασμένη
λιπασμένης: απολιπασμένης
λιπασμένο: απολιπασμένο
λιπασμένοι: απολιπασμένοι
λιπασμένος: απολιπασμένος
λιπασμένου: απολιπασμένου
λιπασμένους: απολιπασμένους
λιπασμένων: απολιπασμένων
λιποθυμία: λιποθυμίας
λιποθυμικά: λιποθυμικών
λιποθυμικό: λιποθυμικά
λιποθυμώ: λιποθυμάτε,λιποθυμάς,λιποθυμούσα,λιποθυμάμε,λιποθυμούσατε,λιποθυμούσε,λιποθυμούσαν,λιποθυμούν,λιποθυμάει,λιποθυμούσαμε,λιποθυμά
λιποτάκτης: λιποτάκτη,λιποτάκτες,λιποτακτών
λιποτακτώ: λιποτακτήσεις,λιποτακτούν,λιποτάκτησες,λιποτάκτησε,λιποτακτήσω,λιποτακτείτε,λιποτακτούσα,λιποτακτούσατε,λιποτακτήσει,λιποτακτήσατε,λιποτακτεί,λιποτακτείς,λιποτακτούμε,λιποτακτούσαν,λιποτακτήσουν,λιποτακτήσετε,λιποτακτώντας,λιποτάκτησαν,λιποτακτούσαμε,λιποτάκτησα,λιποτακτούσε,λιποτακτήσαμε,λιποτακτήσουμε,λιποτακτούσες
λιποταξία: λιποταξίας
λιπόσαρκος: λιπόσαρκα,λιπόσαρκου,λιπόσαρκες,λιπόσαρκους,λιπόσαρκη,λιπόσαρκο,λιπόσαρκοι,λιπόσαρκων,λιπόσαρκης
λιρέτα: λιρέτες,λιρέτας,λίρα,λιρετών
λιτανεία: λιτανείες,λιτανειών,λιτανείας
λιτοδίαιτος: λιτοδίαιτες,λιτοδίαιτων,λιτοδίαιτοι,λιτοδίαιτη,λιτοδίαιτου,λιτοδίαιτα,λιτοδίαιτο,λιτοδίαιτους,λιτοδίαιτης
λιτός: λιτές,λιτής,λιτοί,λιτούς,λιτού,λιτό,λιτών,λιτή,λιτά
λιτότητα: λιτότητες,λιτοτήτες,λιτότητας
λιχνίζεσαι: απολιχνίζεσαι
λιχνίζεστε: απολιχνίζεστε
λιχνίζεται: απολιχνίζεται
λιχνίζομαι: απολιχνίζομαι
λιχνίζονται: απολιχνίζονται
λιχνίζονταν: απολιχνίζονταν
λιχνιζόμασταν: απολιχνιζόμασταν
λιχνιζόμαστε: απολιχνιζόμαστε
λιχνιζόμουν: απολιχνιζόμουν
λιχνιζόντουσαν: απολιχνιζόντουσαν
λιχνιζόσασταν: απολιχνιζόσασταν
λιχνιζόσαστε: απολιχνιζόσαστε
λιχνιζόσουν: απολιχνιζόσουν
λιχνιζόταν: απολιχνιζόταν
λιχουδιά: λιχουδιές,λιχουδιών,λιχουδιάς
λιχούδης: λιχουδιές,λιχούδη,λιχούδιων
λιωνόμασταν: απολιωνόμασταν
λιωνόμαστε: απολιωνόμαστε
λιωνόμουν: απολιωνόμουν
λιωνόντουσαν: απολιωνόντουσαν
λιωνόσασταν: απολιωνόσασταν
λιωνόσαστε: απολιωνόσαστε
λιωνόσουν: απολιωνόσουν
λιωνόταν: απολιωνόταν
λιώνεσαι: απολιώνεσαι
λιώνεστε: απολιώνεστε
λιώνεται: απολιώνεται
λιώνομαι: απολιώνομαι
λιώνονται: απολιώνονται
λιώνονταν: απολιώνονταν
λιώνω: λιώνει,έλιωσε,έλιωνε,λιώνοντας,λιώσει,λειώνω,λιώνουν,έλιωναν,λιώσουν,έλιωσαν
λοίμωξη: λοίμωξης
λοβός: λοβό,λοβού
λογάδην: καταλογάδην
λογάκι: αλογάκι
λογάκια: αλογάκια
λογάς: λογά,λιμαδόρος
λογής: παραλογής,καταλογής
λογία: απολογία,αλογία
λογίζεσαι: καταλογίζεσαι,παραλογίζεσαι
λογίζεστε: καταλογίζεστε,παραλογίζεστε
λογίζεται: παραλογίζεται,καταλογίζεται
λογίζομαι: παραλογίζομαι,καταλογίζομαι
λογίζονται: παραλογίζονται,καταλογίζονται
λογίζονταν: καταλογίζονταν,παραλογίζονταν
λογίσου: καταλογίσου
λογίστηκα: καταλογίστηκα
λογίστηκαν: καταλογίστηκαν
λογίστηκε: καταλογίστηκε
λογίστηκες: καταλογίστηκες
λογαριάζεσαι: ξαναλογαριάζεσαι
λογαριάζεστε: ξαναλογαριάζεστε
λογαριάζεται: ξαναλογαριάζεται
λογαριάζομαι: ξαναλογαριάζομαι
λογαριάζονται: ξαναλογαριάζονται
λογαριάζονταν: ξαναλογαριάζονταν
λογαριάζω: λογαριάσεις,λογαριάζετε,λογάριαζαν,λογαριάσαμε,λογαριάσατε,λογαριάζει,λογάριασα,λογάριασες,λογαριάζατε,λογαριάζουν,λογάριαζες,λογαριάζαμε,λογαριάζοντας,λογαριάσετε,λογάριαζε,λογαριάζεις,ξαναλογαριάζω,λογάριασε,λογαριάσουν,λογαριάσουμε,λογάριασαν,λογαριάσει,λογαριάσω,λογάριαζα,λογαριάζουμε
